SNID,oid,sep_arcsec
0589540a-600a-4954-b210-b7b6d2772d8e,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
058d8dec-d77a-4bd8-9c22-b5408f40e96d,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0589c353-ef12-4567-bf06-b593acb170ab,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a205cf4-3dcf-4e30-ab43-b30f907fa752,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a20dcf7-768a-4b9b-b1e8-9427681627ba,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a26ef86-760b-405f-95d9-d982b8cc9b2b,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a21a489-ad24-4740-8248-f3285ca7b3e0,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a2885b0-55e8-47e2-a4e3-5cb044d4b937,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a2926df-62e5-4d51-a98a-67d7519f2d4c,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a30bde3-ecbd-4439-87e8-8e9bb901c2f3,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a2b9286-5a84-41ea-8dbc-581bfa355bbb,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a349cdc-334f-403f-a09b-8120ea3a249c,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a30c64b-e73c-44a0-8732-61ced250910d,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a34a0cc-2343-44d5-aaf4-d6db7fab4c3a,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a366796-4fd5-4fd7-bc94-381bbde4d896,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
0a3dee4d-e12f-4dcc-aab8-82d5532f3ed2,,,"ERROR: {'Error code': 429, 'Message': 'Unknown API error.', 'Data': 'Unknown API error.'}"
